Allied_Nations,Diplomatic_Meetings_Set,Percent_Of_Forces_Mobilized,Hostile_Nations,Active_Threats,Inactive_Threats,Citizen_Fear_Index,Closest_Threat_Distance(km),Aircraft_Carriers_Responding,Troops_Mobilized(thousands),Id,DEFCON_Level
7,1,0.0,2,13.0,38.0,0.49045521292217203,362.52,1,809600.0,11695,2
8,0,0.31,2,8.0,11.0,0.36930983847282794,341.32,1,1003200.0,9031,2
6,1,0.04,2,6.0,15.0,0.113803230543315,383.72,1,1232000.0,4073,2
7,1,0.0,3,7.0,19.0,0.523494860499261,358.28,1,871200.0,10593,2
8,1,0.29,2,15.0,81.0,0.47356828193832795,340.26,1,862400.0,8102,3
9,0,0.44,2,21.0,42.0,0.38105726872246504,343.44,1,968000.0,9446,3
7,0,0.34,2,13.0,29.0,0.424375917767985,354.04,1,809600.0,5521,2
6,1,0.01,2,9.0,22.0,0.523494860499261,366.76,1,827200.0,3355,2
9,0,0.47,2,19.0,52.0,0.501468428781202,354.04,1,924000.0,2374,4
9,0,0.21,2,10.0,44.0,0.552863436123348,360.4,0,818400.0,11884,2
10,0,0.24,2,20.0,72.0,0.6409691629955949,349.8,1,827200.0,7262,2
7,1,0.05,2,7.0,15.0,0.3803230543318579,358.28,0,924000.0,9829,2
7,1,0.0,3,8.0,14.0,0.47944199706314206,361.46,1,941600.0,9860,2
8,1,0.32,2,13.0,81.0,0.476505139500731,343.44,0,836000.0,11314,3
7,1,0.08,3,13.0,65.0,0.613069016152721,389.02,1,836000.0,9238,2
9,0,0.48,4,3.0,10.0,0.594713656387671,350.86,1,1047200.0,2270,3
10,0,0.5,2,6.0,20.0,0.496328928046978,338.14,1,1003200.0,7723,4
7,0,0.34,2,14.0,74.0,0.42070484581497497,345.56,1,809600.0,891,3
8,0,0.31,3,8.0,24.0,0.532305433186495,365.7,2,959200.0,9703,2
8,1,0.12,2,11.0,30.0,0.5088105726872211,349.8,1,809600.0,5533,2
9,0,0.3,2,8.0,22.0,0.44713656387665207,339.2,1,959200.0,5263,4
5,0,0.5,2,18.0,29.0,0.350220264317172,396.44,1,985600.0,8831,3
8,0,0.43,2,31.0,70.0,0.538179148311301,349.8,1,827200.0,6194,2
8,1,0.19,2,27.0,130.0,0.435389133627015,345.56,1,888800.0,8296,3
7,1,0.02,2,31.0,92.0,0.40969162995594605,344.5,1,968000.0,1684,3
12,0,0.63,2,6.0,20.0,0.6740088105726839,343.44,1,994400.0,7481,2
9,1,0.14,2,25.0,48.0,0.508076358296614,348.74,1,853600.0,6353,2
7,1,0.0,2,3.0,19.0,0.285609397944199,359.34,1,1029600.0,3603,2
8,0,0.32,2,24.0,45.0,0.5895741556534481,361.46,1,853600.0,4771,3
6,0,0.43,6,22.0,45.0,0.45154185022026794,362.52,1,968000.0,1364,3
7,1,0.01,2,14.0,56.0,0.541116005873712,368.88,1,862400.0,9802,2
8,0,0.26,2,9.0,44.0,0.530837004405281,347.68,1,827200.0,4214,3
13,0,0.49,3,17.0,64.0,0.732745961820859,328.6,1,827200.0,5421,4
11,0,0.45,6,16.0,65.0,0.524963289280475,334.96,1,1311200.0,9120,4
10,0,0.45,2,20.0,42.0,0.406020558002936,341.32,1,1047200.0,9576,4
7,1,0.06,2,8.0,29.0,0.567547723935388,364.64,1,862400.0,9996,2
9,1,0.34,1,4.0,8.0,0.38693098384727903,337.08,1,1003200.0,2268,3
6,0,0.23,2,13.0,37.0,0.406020558002936,361.46,1,915200.0,279,2
7,1,0.35,2,16.0,37.0,0.494126284875182,364.64,1,906400.0,10961,4
12,1,0.66,3,10.0,23.0,0.729074889867841,333.9,1,853600.0,6144,1
8,0,0.32,2,24.0,38.0,0.28854625550660995,341.32,1,1047200.0,11367,3
9,1,0.09,3,17.0,42.0,0.572687224669604,357.22,1,888800.0,272,3
9,0,0.52,2,9.0,20.0,0.282672540381788,333.9,1,1038400.0,8201,3
7,0,0.21,2,24.0,61.0,0.251835535976503,357.22,1,968000.0,1028,3
8,1,0.03,2,7.0,15.0,0.377386196769455,351.92,1,946000.0,2131,2
7,1,0.0,2,21.0,38.0,0.567547723935388,361.46,1,862400.0,11666,2
7,1,0.32,2,16.0,70.0,0.47356828193832795,381.6,1,827200.0,1744,3
7,1,0.08,4,6.0,33.0,0.40748898678414097,360.4,0,941600.0,10065,3
9,1,0.24,2,8.0,28.0,0.599853157121879,361.46,1,888800.0,8137,2
7,0,0.27,2,23.0,69.0,0.503671071952998,381.6,1,827200.0,11015,2
8,1,0.28,2,38.0,89.0,0.441262848751829,351.92,1,871200.0,9487,2
8,1,0.08,2,16.0,44.0,0.385462555066082,329.66,0,818400.0,10115,2
11,0,0.44,4,7.0,15.0,0.582232011747428,343.44,1,1029600.0,2649,4
7,0,0.34,2,3.0,9.0,0.237885462555062,349.8,1,1108800.0,1528,4
8,1,0.6,3,32.0,153.0,0.5829662261380351,336.02,1,844800.0,2420,2
10,1,0.24,2,35.0,73.0,0.569016152716594,344.5,1,888800.0,10035,3
9,1,0.24,3,20.0,40.0,0.6409691629955949,354.04,1,871200.0,3926,3
7,1,0.22,4,30.0,73.0,0.6042584434654871,341.32,1,853600.0,7571,2
7,1,0.05,2,24.0,49.0,0.279001468428778,351.92,1,1003200.0,9105,3
8,1,0.06,2,5.0,11.0,0.45741556534507394,356.16,1,880000.0,10362,1
7,0,0.02,2,17.0,87.0,0.251835535976503,346.62,1,1117600.0,2809,3
8,1,0.24,2,8.0,28.0,0.538179148311301,348.74,0,792000.0,11123,3
9,0,0.53,2,45.0,55.0,0.452276064610859,367.82,1,1020800.0,9705,3
8,0,0.4,2,6.0,15.0,0.38105726872246504,364.64,1,1100000.0,3816,3
10,1,0.22,2,6.0,33.0,0.538179148311301,342.38,1,836000.0,4691,2
9,0,0.31,2,13.0,45.0,0.508076358296614,354.04,1,932800.0,6365,4
8,1,0.28,2,23.0,48.0,0.494126284875182,348.74,1,818400.0,7706,3
12,0,0.49,2,5.0,24.0,0.6409691629955949,331.78,1,906400.0,729,3
9,1,0.0,3,4.0,14.0,0.611600587371507,359.34,0,880000.0,4021,2
8,1,0.1,3,17.0,42.0,0.472099853157122,356.16,1,959200.0,4051,2
8,1,0.18,2,6.0,20.0,0.450073421439055,342.38,1,836000.0,3937,2
7,0,0.64,2,16.0,45.0,0.32085168869309305,359.34,1,1135200.0,6899,3
7,0,0.19,3,28.0,48.0,0.414831130690161,364.64,1,880000.0,10871,2
8,1,0.31,2,11.0,65.0,0.491923641703377,365.7,1,827200.0,6533,2
5,0,0.02,2,15.0,33.0,0.188693098384719,390.08,1,1012000.0,9723,4
16,1,0.65,4,13.0,49.0,0.964023494860508,320.12,1,976800.0,2857,2
8,1,0.22,3,14.0,104.0,0.49045521292217203,338.14,1,844800.0,10690,2
7,1,0.07,3,6.0,15.0,0.48604992657855495,357.22,0,994400.0,2391,3
8,1,0.16,2,21.0,64.0,0.398678414096916,349.8,1,836000.0,6321,2
9,1,0.27,3,23.0,56.0,0.596916299559467,340.26,1,915200.0,7745,3
8,1,0.55,2,3.0,9.0,0.439060205580025,358.28,1,818400.0,3233,2
10,0,0.5,3,5.0,13.0,0.582232011747428,347.68,1,994400.0,7036,3
8,0,0.21,2,46.0,102.0,0.42511013215859206,355.1,0,871200.0,2810,2
11,0,0.6,3,5.0,20.0,0.6409691629955949,329.66,1,924000.0,3919,3
9,0,0.52,2,12.0,35.0,0.501468428781202,364.64,1,994400.0,1670,3
10,0,0.49,3,7.0,26.0,0.596916299559467,342.38,1,941600.0,9265,3
13,1,0.63,4,6.0,37.0,0.552863436123348,332.84,1,1056000.0,4394,2
7,1,0.18,2,5.5,18.0,0.442731277533035,349.8,1,862400.0,2033,3
7,1,0.1,2,20.0,89.0,0.542584434654917,374.18,1,827200.0,6005,2
8,0,0.06,4,5.0,19.0,0.596916299559467,358.28,1,844800.0,289,2
7,1,0.0,2,14.0,39.0,0.49045521292217203,366.76,1,792000.0,11592,2
8,1,0.49,3,17.0,108.0,0.552863436123348,349.8,1,853600.0,10063,2
8,1,0.49,2,8.0,31.0,0.523494860499261,360.4,1,915200.0,12032,1
7,0,0.18,3,12.0,34.0,0.453010279001466,343.44,0,836000.0,9629,3
8,1,0.28,2,15.0,55.0,0.567547723935388,359.34,1,836000.0,3873,2
8,0,0.44,3,6.0,10.0,0.5088105726872211,358.28,1,844800.0,9564,3
8,0,0.45,2,6.0,10.0,0.439060205580025,360.4,1,1003200.0,1101,3
6,0,0.22,2,5.0,12.0,0.538179148311301,361.46,0,862400.0,680,2
10,0,0.47,2,6.0,24.0,0.552863436123348,333.9,1,915200.0,2368,2
9,0,0.3,2,6.0,16.0,0.48678414096916206,347.68,1,906400.0,7038,2
5,0,0.0,2,3.0,12.0,0.188693098384719,375.24,1,1170400.0,12123,3
6,0,0.21,2,21.0,56.0,0.5264317180616721,356.16,1,862400.0,2855,3
9,0,0.49,3,34.0,72.0,0.596916299559467,341.32,1,924000.0,104,3
9,0,0.31,3,12.0,19.0,0.40748898678414097,338.14,1,915200.0,3007,3
9,0,0.31,2,24.0,39.0,0.571953010279005,343.44,1,924000.0,2187,3
9,1,0.02,3,9.0,18.0,0.7143906020558008,350.86,1,827200.0,965,3
7,1,0.12,2,15.0,28.0,0.417033773861965,358.28,1,906400.0,9744,3
7,1,0.07,2,15.0,26.0,0.47944199706314206,382.66,1,862400.0,4603,1
7,1,0.0,2,11.0,34.0,0.523494860499261,367.82,1,827200.0,5454,2
10,0,0.33,2,14.0,27.0,0.428046989720995,305.28,1,915200.0,28,3
7,1,0.08,2,42.0,53.0,0.36123348017620205,330.72,0,880000.0,11550,3
8,1,0.01,2,12.0,33.0,0.417033773861965,334.96,1,880000.0,6108,3
7,1,0.01,2,9.0,14.0,0.45521292217327797,368.88,1,994400.0,5211,4
7,0,0.25,2,4.0,28.0,0.42143906020558203,360.4,1,796400.0,9017,2
12,0,0.44,2,7.0,12.0,0.633627019089575,325.42,1,950400.0,12453,3
6,1,0.08,2,20.0,35.0,0.354625550660789,380.54,1,888800.0,6431,3
8,1,0.1,2,5.0,30.0,0.39574155653450505,343.44,0,932800.0,6285,3
9,0,0.49,2,39.0,165.0,0.567547723935388,333.9,1,818400.0,1860,2
8,1,0.7,5,6.0,19.0,0.5088105726872211,340.26,1,871200.0,344,2
8,1,0.24,2,16.0,51.0,0.567547723935388,354.04,1,809600.0,9186,2
8,1,0.24,3,4.0,11.0,0.503671071952998,339.2,1,880000.0,489,2
13,0,0.72,3,17.0,65.0,0.684287812041115,340.26,1,968000.0,10669,2
8,1,0.13,3,12.0,39.0,0.685022026431714,357.22,1,888800.0,8613,3
6,1,0.0,2,3.0,14.0,0.5088105726872211,374.18,1,818400.0,341,3
7,0,0.21,2,10.0,23.0,0.424375917767985,357.22,1,836000.0,3215,2
12,0,0.58,3,31.0,106.0,0.8024963289280391,345.56,1,1012000.0,9955,2
7,1,0.09,2,10.0,27.0,0.494126284875182,365.7,1,836000.0,3500,2
9,0,0.36,3,6.0,11.0,0.594713656387671,348.74,1,871200.0,4885,3
8,0,0.44,2,6.0,15.0,0.406020558002936,355.1,1,994400.0,6916,3
10,0,0.73,8,6.0,18.0,0.831864904552135,332.84,1,1144000.0,11872,5
9,0,0.34,2,45.0,54.0,0.542584434654917,326.48,1,915200.0,547,3
7,1,0.07,2,20.0,49.0,0.279001468428778,330.72,0,818400.0,2490,2
7,1,0.0,2,13.0,35.0,0.523494860499261,358.28,1,827200.0,478,4
10,0,0.2,3,24.0,46.0,0.596916299559467,327.54,2,915200.0,6059,3
11,0,0.73,2,3.0,9.0,0.38693098384727903,337.08,1,1082400.0,5761,3
9,1,0.26,3,24.0,48.0,0.648311306901614,350.86,1,871200.0,11854,3
12,0,0.51,2,6.0,14.0,0.582232011747428,336.02,1,871200.0,9754,2
6,1,0.08,2,32.0,44.0,0.353891336270182,367.82,1,959200.0,2279,3
9,0,0.21,2,57.0,67.0,0.47503671071952497,315.88,1,862400.0,3681,2
7,1,0.04,2,12.0,31.0,0.534508076358291,358.28,1,792000.0,11950,2
8,0,0.28,2,20.0,77.0,0.494126284875182,333.9,1,841866.666666667,2084,2
11,0,0.45,3,5.0,16.0,0.582232011747428,344.5,1,1073600.0,11788,4
7,1,0.0,2,14.0,38.0,0.47944199706314206,360.4,1,836000.0,1552,2
12,0,0.6,2,5.0,20.0,0.582232011747428,340.26,1,897600.0,1916,3
9,1,0.22,2,8.0,30.0,0.599853157121879,345.56,1,888800.0,7247,3
8,1,0.28,4,51.0,60.0,0.6042584434654871,350.86,1,818400.0,3435,3
12,1,0.71,3,12.0,41.0,0.6409691629955949,318.0,1,1073600.0,4109,4
8,0,0.42,2,12.0,19.0,0.437591776798819,346.62,1,1003200.0,5053,2
9,1,0.68,2,32.0,110.0,0.523494860499261,345.56,1,853600.0,8829,2
10,0,0.24,2,6.0,21.0,0.552863436123348,342.38,1,985600.0,4847,1
12,1,0.66,2,6.0,14.0,0.501468428781202,318.0,1,897600.0,4194,2
9,1,0.25,2,8.0,21.0,0.563142437591771,347.68,1,809600.0,6703,2
12,0,0.54,2,7.0,20.0,0.575624082232015,339.2,1,915200.0,10154,3
8,1,0.27,3,5.0,35.0,0.545521292217329,364.64,1,1064800.0,5578,1
7,1,0.0,2,16.0,26.0,0.406020558002936,357.22,1,853600.0,5730,2
12,0,0.55,3,25.0,71.0,0.74375917767988,345.56,1,959200.0,4174,3
8,1,0.0,2,6.0,9.0,0.344346549192366,360.4,1,959200.0,7655,1
9,1,0.21,2,5.0,21.0,0.563142437591771,339.2,1,853600.0,3027,2
8,0,0.44,3,10.0,20.0,0.523494860499261,350.86,1,1029600.0,62,3
9,1,0.04,2,24.0,92.0,0.599118942731272,345.56,1,814000.0,5148,3
9,0,0.36,2,30.0,45.0,0.38105726872246504,333.9,1,1073600.0,9500,4
8,1,0.0,6,32.0,121.0,0.5602055800293679,334.96,1,809600.0,11202,2
5,1,0.15,2,19.0,25.0,0.00954478707781599,390.08,1,1232000.0,689,4
11,0,0.43,2,16.0,39.0,0.73641703377386,336.02,1,809600.0,9272,2
9,1,0.29,2,5.0,77.0,0.516152716593241,304.22,1,871200.0,347,2
13,0,0.72,3,17.0,53.0,0.831864904552135,318.0,1,924000.0,4551,3
7,1,0.3,2,15.0,55.0,0.567547723935388,361.46,1,880000.0,1681,2
12,0,0.49,3,8.0,22.0,0.7511013215859,334.96,1,941600.0,2925,3
6,1,0.0,2,6.0,14.0,0.182819383259905,379.48,1,1152800.0,81,3
8,0,0.68,2,27.0,65.0,0.156387665198229,340.26,0,1029600.0,10695,3
8,1,0.1,2,34.0,46.0,0.267254038179141,334.96,0,1082400.0,10844,3
7,0,0.11,2,16.0,82.0,0.406020558002936,380.54,1,897600.0,10850,2
10,0,0.51,3,11.0,37.0,0.494126284875182,355.1,1,1029600.0,12303,4
6,0,0.19,3,22.0,72.0,0.210719530102779,352.98,1,1135200.0,6160,3
8,1,0.03,2,10.0,39.0,0.5602055800293679,350.86,1,818400.0,7048,2
10,0,0.46,2,6.0,10.0,0.4001468428781211,332.84,0,932800.0,7832,4
9,0,0.43,2,29.0,27.0,0.37665198237884795,339.2,1,959200.0,3925,3
9,1,0.11,2,25.0,66.0,0.508076358296614,337.08,1,862400.0,11908,2
7,0,0.31,2,34.0,79.0,0.494126284875182,356.16,0,844800.0,5270,3
7,0,0.15,2,8.0,25.0,0.316446402349476,355.1,1,985600.0,5146,2
8,0,0.6,2,25.0,116.0,0.357562408223192,348.74,1,1082400.0,1458,4
5,0,0.02,2,26.0,60.0,0.110132158590306,375.24,1,1193866.66666667,7531,3
8,0,0.44,2,6.0,10.0,0.439060205580025,349.8,1,932800.0,6028,2
5,0,0.5,2,6.0,19.0,0.17107195301026903,390.08,1,1073600.0,10369,3
6,1,0.04,2,6.0,15.0,0.30323054331864197,362.52,1,985600.0,4668,3
10,0,0.4,3,10.0,24.0,0.7033773861967709,371.0,1,985600.0,7584,3
6,1,0.02,2,5.0,13.0,0.347283406754769,383.72,1,862400.0,11131,3
6,1,0.0,2,6.0,13.0,0.482378854625545,367.82,1,836000.0,6633,2
6,0,0.19,2,15.0,37.0,0.33773861967694496,379.48,1,1029600.0,3171,3
8,1,0.24,2,5.0,15.0,0.534508076358291,357.22,1,836000.0,5775,3
7,1,0.31,2,13.0,105.0,0.44713656387665207,347.68,1,862400.0,270,3
10,1,0.22,3,20.0,69.0,0.7584434654919201,333.9,1,915200.0,1224,2
8,0,0.26,2,23.0,71.0,0.503671071952998,333.9,1,836000.0,7539,2
8,0,0.35,2,7.0,20.0,0.437591776798819,351.92,1,862400.0,8968,2
9,1,0.49,2,23.0,144.0,0.567547723935388,342.38,1,818400.0,4060,2
7,1,0.21,2,14.0,35.0,0.523494860499261,364.64,1,836000.0,4269,3
9,0,0.33,2,5.0,16.0,0.509544787077828,342.38,1,924000.0,6889,2
9,0,0.38,2,3.0,9.0,0.455947136563869,337.08,1,853600.0,8988,3
13,0,0.49,4,17.0,53.0,0.883259911894273,325.42,1,1056000.0,6117,4
7,0,0.0,2,7.0,20.0,0.47944199706314206,374.18,1,880000.0,9173,3
8,0,0.15,6,16.0,108.0,0.567547723935388,346.62,0,827200.0,4196,3
6,1,0.0,2,6.0,23.0,0.182819383259905,373.12,1,1126400.0,3449,3
10,0,0.47,2,6.0,20.0,0.563142437591771,333.9,1,959200.0,6773,2
6,0,0.26,2,23.0,58.0,0.310572687224662,364.64,1,1047200.0,7237,3
9,0,0.54,2,5.0,9.0,0.347283406754769,331.78,1,1082400.0,11477,3
8,0,0.45,2,6.0,9.0,0.42070484581497497,347.68,1,915200.0,1436,4
12,0,0.47,3,28.0,49.0,0.7511013215859,338.14,1,880000.0,8806,1
12,0,0.6,3,28.0,54.0,0.6409691629955949,320.12,1,924000.0,6057,2
7,0,0.07,2,40.0,89.0,0.37958883994125897,334.96,0,818400.0,6154,2
7,0,0.19,2,9.0,25.0,0.3399412628487489,360.4,1,959200.0,8937,3
9,1,0.23,2,5.0,15.0,0.6409691629955949,358.28,0,880000.0,3572,2
7,1,0.16,2,11.0,39.0,0.538179148311301,357.22,1,792000.0,5786,3
7,0,0.26,2,3.0,28.0,0.4419970631424279,342.38,0,888800.0,9598,3
8,0,0.33,2,16.0,25.0,0.259177679882523,341.32,1,1012000.0,2260,3
6,1,0.1,2,18.0,30.0,0.290014684287816,380.54,1,985600.0,4637,1
9,0,0.4,2,15.0,40.0,0.582232011747428,352.98,1,924000.0,5494,4
7,1,0.16,2,11.0,38.0,0.49779735682819204,364.64,1,792000.0,4127,3
8,1,0.08,2,9.0,108.0,0.361967694566808,331.78,1,862400.0,5500,2
10,0,0.56,3,5.0,13.0,0.552863436123348,323.3,1,994400.0,3607,2
8,0,0.31,2,8.0,24.0,0.444933920704839,348.74,1,968000.0,11277,3
7,0,0.3,2,31.0,68.0,0.522026431718055,375.24,1,792000.0,1755,2
10,0,0.46,2,5.0,10.0,0.411894273127742,332.84,1,1003200.0,4471,3
8,1,0.2,2,23.0,105.0,0.406020558002936,351.92,1,871200.0,4658,2
7,1,0.08,2,19.0,40.0,0.47063142437590794,364.64,1,1012000.0,4146,4
7,1,0.21,2,15.0,34.0,0.516152716593241,364.64,1,862400.0,11910,2
9,1,0.37,1,23.0,110.0,0.523494860499261,328.6,1,862400.0,9816,2
9,1,0.49,2,16.0,48.0,0.5748898678414079,344.5,1,809600.0,4118,1
8,0,0.32,2,29.0,45.0,0.485315712187948,366.76,1,985600.0,1092,2
6,1,0.0,2,5.0,20.0,0.398678414096916,364.64,1,836000.0,9315,3
8,1,0.22,2,10.0,40.0,0.5748898678414079,350.86,1,809600.0,3944,2
8,1,0.12,3,12.0,53.0,0.567547723935388,354.04,1,836000.0,11930,2
11,0,0.53,3,4.0,15.0,0.582232011747428,343.44,1,844800.0,4290,2
9,1,0.04,2,4.0,12.0,0.40161527165931893,349.8,1,968000.0,9428,1
8,1,0.08,2,22.0,49.0,0.5088105726872211,357.22,1,844800.0,6695,2
8,0,0.31,3,32.0,55.0,0.552863436123348,359.34,1,844800.0,3869,3
6,1,0.1,3,18.0,35.0,0.241556534508072,379.48,1,1082400.0,7766,2
8,0,0.44,2,6.0,12.0,0.392804698972102,350.86,1,932800.0,9474,3
12,0,0.66,2,6.0,15.0,0.74375917767988,331.78,1,809600.0,5859,3
10,1,0.11,3,30.0,73.0,0.8024963289280391,337.08,1,792000.0,4161,2
9,0,0.27,2,1.0,44.0,0.567547723935388,326.48,1,906400.0,6487,3
10,0,0.42,2,11.0,19.0,0.40969162995594605,332.84,1,1047200.0,8854,4
8,1,0.0,2,10.0,31.0,0.472099853157122,358.28,1,959200.0,5404,3
8,1,0.05,2,12.0,29.0,0.534508076358291,345.56,1,844800.0,11298,3
6,1,0.1,3,16.0,26.0,0.290014684287816,369.94,0,1117600.0,8671,3
8,1,0.08,2,5.0,20.0,0.534508076358291,356.16,1,880000.0,3903,2
8,1,0.0,2,12.0,26.0,0.569750367107184,362.52,1,888800.0,6307,3
7,1,0.33,7,66.0,95.0,0.6776798825256939,352.98,1,906400.0,9263,3
10,0,0.37,2,27.0,64.0,0.5301027900146821,347.68,1,827200.0,10673,2
8,1,0.52,2,3.0,8.0,0.392804698972102,358.28,1,818400.0,2109,2
6,1,0.04,2,11.0,44.0,0.47944199706314206,377.36,1,818400.0,421,3
9,1,0.22,3,15.0,93.0,0.572687224669604,351.92,1,897600.0,3347,3
8,0,0.11,1,6.0,12.0,0.435389133627015,347.68,1,897600.0,10709,3
7,0,0.36,2,21.0,49.0,0.5895741556534481,363.58,1,950400.0,8493,4
6,1,0.0,2,16.0,46.0,0.272393538913349,365.7,0,1126400.0,12019,2
12,0,0.55,2,22.0,50.0,0.7070484581497809,328.6,1,906400.0,12192,2
8,0,0.68,2,14.0,27.0,0.476505139500731,321.18,1,836000.0,6593,2
8,0,0.4,2,6.0,17.0,0.39574155653450505,364.64,1,1047200.0,2662,3
9,1,0.26,3,23.0,56.0,0.6556534508076421,333.9,1,836000.0,373,2
9,1,0.24,3,20.0,72.0,0.7143906020558008,358.28,1,844800.0,3872,2
9,0,0.49,2,23.0,121.0,0.523494860499261,318.0,1,792000.0,739,2
8,1,0.03,4,5.0,18.0,0.6497797356828199,381.6,1,827200.0,363,2
7,1,0.04,2,24.0,43.0,0.3803230543318579,365.7,1,906400.0,11567,3
11,0,0.39,3,7.0,15.0,0.5102790014684271,345.56,1,994400.0,7304,2
8,1,0.22,3,10.0,38.0,0.429515418502201,348.74,1,1012000.0,6719,4
12,1,0.5,2,6.0,14.0,0.5895741556534481,327.54,1,871200.0,12394,3
10,1,0.45,2,6.0,17.0,0.538179148311301,343.44,1,897600.0,3866,2
7,0,0.44,2,7.0,20.0,0.257709251101309,346.62,1,1073600.0,11692,4
8,1,0.17,2,12.0,39.0,0.446402349486045,349.8,1,959200.0,10215,3
13,0,0.52,4,7.0,20.0,0.96035242290749,349.8,1,950400.0,3001,3
7,1,0.0,2,16.0,27.0,0.567547723935388,363.58,1,818400.0,8416,2
9,1,0.21,2,8.0,28.0,0.6556534508076421,361.46,1,888800.0,8966,2
7,1,0.0,3,21.0,37.0,0.398678414096916,362.52,0,941600.0,3484,2
8,0,0.4,5,7.0,18.0,0.5088105726872211,358.28,1,1126400.0,3541,4
9,0,0.43,2,31.0,52.0,0.446402349486045,364.64,1,1047200.0,6268,3
12,0,0.48,2,3.0,6.0,0.582232011747428,325.42,1,897600.0,5410,3
10,0,0.37,2,10.0,19.0,0.47136563876651505,341.32,1,915200.0,2017,3
12,0,0.55,2,5.0,15.0,0.729074889867841,340.26,1,809600.0,11626,3
7,1,0.0,3,21.0,31.0,0.49779735682819204,382.66,1,897600.0,1373,1
6,1,0.01,2,28.0,52.0,0.257709251101309,367.82,1,1020800.0,7368,3
8,1,0.15,2,13.0,39.0,0.535242290748898,348.74,1,836000.0,6852,3
8,1,0.15,2,10.0,54.0,0.45741556534507394,348.74,1,880000.0,9926,2
9,0,0.41,2,6.0,16.0,0.48678414096916206,350.86,1,836000.0,8828,3
7,1,0.05,2,5.0,12.0,0.3803230543318579,362.52,1,836000.0,9842,2
7,1,0.32,6,51.0,124.0,0.522026431718055,356.16,1,836000.0,4481,2
9,0,0.45,2,34.0,85.0,0.523494860499261,347.68,1,827200.0,11209,2
11,0,0.48,3,21.0,46.0,0.582232011747428,334.96,1,1038400.0,4576,4
8,0,0.17,2,21.0,66.0,0.472099853157122,354.04,1,862400.0,3880,1
8,1,0.27,2,5.0,77.0,0.44713656387665207,342.38,0,836000.0,6531,2
7,1,0.18,2,6.0,29.0,0.438325991189418,352.98,0,809600.0,3801,3
7,1,0.18,2,12.0,28.0,0.5088105726872211,343.44,1,844800.0,727,3
7,0,0.25,2,3.0,23.0,0.4133627019089551,352.98,0,827200.0,4383,1
12,0,0.49,3,5.0,18.0,0.7511013215859,334.96,1,880000.0,3625,2
9,0,0.45,2,32.0,59.0,0.44787077826725796,345.56,1,1047200.0,7239,4
6,1,0.03,2,6.0,11.0,0.30323054331864197,393.26,1,959200.0,6435,3
11,0,0.33,2,15.0,27.0,0.626284875183555,322.24,1,897600.0,6879,3
10,0,0.5,2,13.0,23.0,0.45154185022026794,328.6,1,897600.0,4942,2
8,0,0.35,2,35.0,58.0,0.464757709251094,360.4,1,827200.0,3711,2
7,1,0.02,2,17.0,30.0,0.517621145374455,367.82,1,871200.0,11295,4
9,0,0.41,3,16.0,122.0,0.6042584434654871,348.74,1,800800.0,3078,2
8,1,0.2,3,14.0,38.0,0.40381791483113105,342.38,1,897600.0,3882,3
6,1,0.0,2,3.0,13.0,0.31791483113068103,373.12,1,1012000.0,4398,4
9,0,0.37,2,8.0,20.0,0.563142437591771,333.9,1,818400.0,187,3
8,0,0.34,3,27.0,60.0,0.494126284875182,355.1,1,932800.0,11245,3
8,1,0.21,2,32.0,89.0,0.410425844346544,351.92,1,862400.0,774,2
11,0,0.37,2,34.0,53.0,0.569750367107184,358.28,0,959200.0,9868,3
11,0,0.49,3,20.0,49.0,0.6629955947136539,333.9,1,880000.0,4778,3
9,1,0.38,3,5.0,25.0,0.534508076358291,347.68,1,880000.0,5572,2
8,0,0.37,1,36.0,106.0,0.464757709251094,352.98,1,827200.0,1617,2
7,1,0.18,2,12.0,35.0,0.494126284875182,343.44,0,836000.0,11266,2
9,0,0.44,2,10.0,22.0,0.552863436123348,352.98,1,994400.0,406,3
10,0,0.24,2,28.0,64.0,0.611600587371507,343.44,1,827200.0,7813,2
8,1,0.0,2,19.0,39.0,0.567547723935388,359.34,1,888800.0,5254,3
12,1,0.59,3,31.0,52.0,0.729074889867841,330.72,1,871200.0,3460,2
7,1,0.0,3,8.0,18.0,0.48311306901615203,359.34,1,880000.0,11511,1
8,1,0.23,2,43.0,145.0,0.464757709251094,345.56,0,862400.0,6128,2
11,1,0.43,2,29.0,70.0,0.523494860499261,334.96,1,924000.0,5926,3
8,0,0.33,3,16.0,50.0,0.6409691629955949,367.82,1,853600.0,1529,2
8,0,0.34,2,11.0,30.0,0.4419970631424279,345.56,1,985600.0,1477,3
10,1,0.25,2,5.0,14.0,0.626284875183555,345.56,1,792000.0,8703,2
10,0,0.47,2,6.0,24.0,0.552863436123348,333.9,0,915200.0,6073,2
7,1,0.14,2,9.0,20.0,0.39133627019088796,355.1,0,836000.0,3002,3
5,0,0.27,2,23.0,48.0,0.290014684287816,389.02,1,1038400.0,1713,3
8,0,0.24,2,10.0,28.0,0.428046989720995,359.34,1,880000.0,101,3
8,0,0.34,3,16.0,84.0,0.494126284875182,352.98,1,827200.0,10084,3
9,1,1.0,2,37.0,153.0,0.516152716593241,352.98,0,862400.0,10206,3
8,1,0.03,2,25.0,99.0,0.47944199706314206,346.62,1,880000.0,3778,2
